AudienceCount,ShowCount,ScreenCount,SeatCount,AvePrice,CityLevelName_一线城市,CityLevelName_三线城市,CityLevelName_二线城市,CityLevelName_四线城市
12.39622595393863,9.785885750455948,2.3978952727983707,6.447305862541214,3.6830712059181323,1,0,0,0
10.566690856723001,9.087720658428273,1.3862943611198906,5.799092654460527,3.2896381757553326,0,1,0,0
11.460895056875843,9.22009266341886,1.791759469228055,6.455198563340122,3.4514295071484886,0,0,0,0
10.95551474408651,9.478074806618267,1.791759469228055,6.15060276844628,3.332035631184844,0,0,0,1
10.764582648942332,8.97055917950895,1.791759469228055,7.142036574706803,3.2943053671669604,0,0,0,1
10.968922165398224,8.219056661060597,1.6094379124341003,5.762051382780177,3.275702446883026,0,0,0,0
12.248058762197234,9.915070213779194,2.5649493574615367,6.742880635791903,3.302808007129559,0,1,0,0
7.589335823170617,6.448889394146858,1.0986122886681098,5.204006687076795,3.293210666292008,0,0,1,0
13.176182778496036,9.996157887377436,2.1972245773362196,7.313220387090301,4.0212033072441535,1,0,0,0
12.964953726227444,9.657331226912845,1.791759469228055,6.926577033222725,3.927238801525853,1,0,0,0
12.821150170668195,9.581145019820724,1.791759469228055,6.842683282238422,3.7184908059196218,1,0,0,0
10.55022423527341,8.041091003708633,1.9459101490553132,6.951772164398911,3.804496467266747,1,0,0,0
11.886011999014372,9.668840589963487,2.0794415416798357,7.130898830296347,3.845784497910339,1,0,0,0
13.17208263364355,9.777697546477828,1.9459101490553132,7.2449415463370075,3.88627278298612,1,0,0,0
9.96946254145966,6.70196036600254,2.4849066497880004,7.44600149832412,3.473205943117529,0,0,1,0
9.426982836948033,6.315358001522334,2.0794415416798357,6.952728644624869,3.3595161190779677,0,1,0,0
12.668292938044075,9.82730820579731,2.0794415416798357,7.27931883541462,3.6532982601774835,0,0,1,0
12.51566541585282,9.746541302073402,1.9459101490553132,7.01211529430638,3.4903022964536072,0,0,1,0
12.378120777615095,9.752141270041493,1.9459101490553132,6.957497370876951,3.412005802124326,0,1,0,0
12.753572473615533,9.657075374282563,1.9459101490553132,7.044032897274685,3.7490194684197826,1,0,0,0
13.29482649912257,9.657842735875406,1.9459101490553132,7.15851399732932,3.9092128716502668,1,0,0,0
13.063950058853669,9.661479683575521,1.9459101490553132,6.963189985870238,3.8617237297111187,1,0,0,0
